ad_text,industry,actual_ctr,impressions,factor_urgency,factor_social,factor_spec,factor_cta,factor_curiosity,factor_price
"The monthly donation you've been waiting for. Try it today. Unbeatable price. Real savings inside. Available now. #1 rated in its category, backed by 25,000 five-star reviews. A new product.",Nonprofit,0.013616,20611,0,3,1,1,0,3
The training program you've been waiting for. Quality you can trust. Get started. Rated 4.8/5 by thousands. The secret pros use. Available now. Save on your order.,Fitness,0.017824,73516,0,2,1,1,2,1
"The getaway package you've been waiting for. Quality you can trust. Trusted by 10,000+ buyers. Final hours. The secret pros use. Shop now. Save $75 instantly and get free shipping over $50.",Travel & Hospitality,0.018291,88870,2,2,3,1,2,1
The skincare set you've been waiting for. For everyone. Real savings inside. Lowest price guaranteed. Grab yours now. A new product. Ends soon.,Beauty & Cosmetics,0.026643,9796,1,0,1,2,0,3
"The training program you've been waiting for. While supplies last. Great value. Trusted by 10,000+ buyers. The luxury standard. Here's why it works.",Fitness,0.015038,82444,1,2,0,0,1,0
The online course you've been waiting for. For everyone. Affordable for everyone. You'll want to see this. Shop the collection. Save 30% today.,Education / e-Learning,0.009744,66174,0,0,2,0,1,2
The software suite you've been waiting for. Great value. Learn more. The counterintuitive trick that doubled our results. Ends at midnight tonight. Budget-friendly. A customer favorite.,SaaS / B2B,0.009231,173040,3,1,0,0,3,2
"The daily supplements you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Affordable for everyone. Save $75 instantly and get free shipping over $50. Ends at midnight tonight. Try it today. What nobody tells you about.",Health & Wellness,0.027301,177525,3,3,3,1,2,2
The downtown condo you've been waiting for. Try it today. Real savings inside. The luxury standard. For everyone. Final hours. The secret pros use.,Real Estate,0.005771,195260,2,0,1,1,2,0
The streaming plan you've been waiting for. Quality you can trust. Here's why it works. Ends soon. Loved by customers. Save $75 instantly and get free shipping over $50. Grab yours now.,Entertainment / Streaming,0.030882,62430,1,1,3,2,1,1
"The software suite you've been waiting for. Save $75 instantly and get free shipping over $50. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Quality you can trust. Start your free trial — no credit card, cancel anytime. Available now.",SaaS / B2B,0.011973,147224,0,3,3,3,3,1
"The training program you've been waiting for. Real savings inside. Available now. The counterintuitive trick that doubled our results. Start your free trial — no credit card, cancel anytime. Unbeatable price. Join 50,000 happy customers.",Fitness,0.025646,100794,0,2,1,3,3,3
"The daily supplements you've been waiting for. Save $75 instantly and get free shipping over $50. What nobody tells you about. Ends soon. Lowest price guaranteed. Join 50,000 happy customers. Shop now.",Health & Wellness,0.024044,123725,1,2,3,1,2,3
"The online course you've been waiting for. Budget-friendly. Last chance. Start your free trial — no credit card, cancel anytime. Get 40% off. Trusted by 10,000+ buyers. What nobody tells you about.",Education / e-Learning,0.018133,171946,2,2,2,3,2,2
The insurance plan you've been waiting for. Shop the collection. Save on your order. Get started. The counterintuitive trick that doubled our results. Loved by customers. Quality you can trust.,Insurance,0.006412,42765,0,1,1,1,3,1
The designer watch you've been waiting for. Quality you can trust. Real savings inside. The counterintuitive trick that doubled our results. Offer expires today — act now.,Luxury Goods,0.010206,103515,3,0,1,0,3,1
"The getaway package you've been waiting for. Learn more. Save on your order. Trusted by 10,000+ buyers. Today only. Unbeatable price.",Travel & Hospitality,0.018412,92369,2,2,1,0,0,3
"The family sedan you've been waiting for. Budget-friendly. Save on your order. Start your free trial — no credit card, cancel anytime. A customer favorite. A new product.",Automotive,0.008018,195955,0,1,1,3,0,2
"The getaway package you've been waiting for. Here's why it works. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50. Grab yours now. Unbeatable price. Available now.",Travel & Hospitality,0.018251,131444,0,3,3,2,1,3
"The wireless headphones you've been waiting for. Grab yours now. Save $75 instantly and get free shipping over $50. 48-hour flash sale. #1 rated in its category, backed by 25,000 five-star reviews. Budget-friendly.",Consumer Electronics,0.027785,31704,3,3,3,2,0,2
The insurance plan you've been waiting for. Save $75 instantly and get free shipping over $50. Offer expires today — act now. Quality you can trust. The counterintuitive trick that doubled our results. Shop now. Rated 4.8/5 by thousands.,Insurance,0.007955,59725,3,2,3,1,3,1
"The monthly donation you've been waiting for. Ends at midnight tonight. The luxury standard. #1 rated in its category, backed by 25,000 five-star reviews. Learn more. What nobody tells you about. Get 40% off.",Nonprofit,0.013852,81640,3,3,2,0,2,0
The insurance plan you've been waiting for. You'll want to see this. Loved by customers. Lowest price guaranteed. Cut your bill by half.,Insurance,0.006809,144435,0,1,2,0,1,3
"The unlimited data plan you've been waiting for. Rated 4.8/5 by thousands. What nobody tells you about. Start your free trial — no credit card, cancel anytime. Budget-friendly. A smarter choice. Ends soon.",Telecom,0.011584,50242,1,2,0,3,2,2
The monthly donation you've been waiting for. Great value. Learn more. Premium craftsmanship. Ends at midnight tonight. For everyone.,Nonprofit,0.009049,159378,3,0,0,0,0,0
The sneakers you've been waiting for. Budget-friendly. Save $75 instantly and get free shipping over $50. Shop the collection. A new product. Loved by customers.,E-commerce Fashion,0.020064,697,0,1,3,0,0,2
"The online course you've been waiting for. Final hours. Learn more. The luxury standard. Trusted by 10,000+ buyers. Real savings inside. The secret pros use.",Education / e-Learning,0.010945,34765,2,2,1,0,2,0
"The garden kit you've been waiting for. Save on your order. Shop the collection. Shop now. Trusted by 10,000+ buyers. Quality you can trust.",Home & Garden,0.014215,114729,0,2,1,1,0,1
The wireless headphones you've been waiting for. Final hours. What nobody tells you about. Claim your discount. Get 40% off. Premium craftsmanship.,Consumer Electronics,0.017541,160317,2,0,2,2,2,0
The wireless headphones you've been waiting for. Great value. Grab yours now. What nobody tells you about. Final hours. The luxury standard. For everyone.,Consumer Electronics,0.015638,116570,2,0,0,2,2,0
"The downtown condo you've been waiting for. Budget-friendly. Last chance. Start your free trial — no credit card, cancel anytime. Great value. The secret pros use. Highly rated.",Real Estate,0.009414,106737,2,1,0,3,2,2
"The getaway package you've been waiting for. Unbeatable price. Real savings inside. The counterintuitive trick that doubled our results. Claim your discount. Shop the collection. Join 50,000 happy customers.",Travel & Hospitality,0.016965,195081,0,2,1,2,3,3
"The insurance plan you've been waiting for. Available now. Learn more. Quality you can trust. #1 rated in its category, backed by 25,000 five-star reviews. Real savings inside.",Insurance,0.005317,67105,0,3,1,0,0,1
"The sneakers you've been waiting for. Today only. Here's why it works. Get 40% off. Unbeatable price. Join 50,000 happy customers. Start your free trial — no credit card, cancel anytime.",E-commerce Fashion,0.031162,174878,2,2,2,3,1,3
The monthly donation you've been waiting for. The luxury standard. Great value. Offer expires today — act now. The counterintuitive trick that doubled our results. Start your free trial.,Nonprofit,0.011689,173866,3,0,0,2,3,0
"The unlimited data plan you've been waiting for. Save $75 instantly and get free shipping over $50. Loved by customers. Premium craftsmanship. Start your free trial — no credit card, cancel anytime. A new product. Today only.",Telecom,0.011455,152496,2,1,3,3,0,0
The garden kit you've been waiting for. Budget-friendly. Available now. For everyone. A new product. Start your free trial. Real savings inside.,Home & Garden,0.012315,169142,0,0,1,2,0,2
"The monthly donation you've been waiting for. Don't miss out. You'll want to see this. Trusted by 10,000+ buyers. Start your free trial — no credit card, cancel anytime. Unbeatable price. Save $75 instantly and get free shipping over $50.",Nonprofit,0.015115,13362,1,2,3,3,1,3
"The online course you've been waiting for. The luxury standard. Offer expires today — act now. Start your free trial — no credit card, cancel anytime. #1 rated in its category, backed by 25,000 five-star reviews. Real savings inside. The secret pros use.",Education / e-Learning,0.018375,135251,3,3,1,3,2,0
"The coffee subscription you've been waiting for. Try it today. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50. Shop the collection. Premium craftsmanship. Here's why it works.",Food & Beverage,0.019885,46751,0,3,3,1,1,0
"The credit card you've been waiting for. The counterintuitive trick that doubled our results. Great value. Quality you can trust. Start your free trial — no credit card, cancel anytime. Highly rated. Available now.",Finance / Fintech,0.009888,144313,0,1,0,3,3,1
"The skincare set you've been waiting for. The counterintuitive trick that doubled our results. Save $75 instantly and get free shipping over $50. Shop the collection. Start your free trial — no credit card, cancel anytime. The luxury standard. Highly rated.",Beauty & Cosmetics,0.026301,146461,0,1,3,3,3,0
The skincare set you've been waiting for. Loved by customers. Ends soon. Quality you can trust. Here's why it works. Save 30% today.,Beauty & Cosmetics,0.022409,37694,1,1,2,0,1,1
"The software suite you've been waiting for. Ends at midnight tonight. Great value. Join 50,000 happy customers. Start your free trial — no credit card, cancel anytime. Quality you can trust.",SaaS / B2B,0.010489,180393,3,2,0,3,0,1
"The training program you've been waiting for. The secret pros use. Start your free trial — no credit card, cancel anytime. Final hours. Budget-friendly. Get 40% off. Highly rated.",Fitness,0.026929,132903,2,1,2,3,2,2
"The software suite you've been waiting for. Premium craftsmanship. Great value. While supplies last. The secret pros use. Start your free trial — no credit card, cancel anytime.",SaaS / B2B,0.007426,25683,1,0,0,3,2,0
The designer watch you've been waiting for. Here's why it works. Offer expires today — act now. Highly rated. Budget-friendly. Try it today. A smarter choice.,Luxury Goods,0.011171,166590,3,1,0,1,1,2
"The daily supplements you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Grab yours now. The luxury standard. A new product. Available now. Save $75 instantly and get free shipping over $50.",Health & Wellness,0.016123,149743,0,3,3,2,0,0
The monthly donation you've been waiting for. Grab yours now. While supplies last. The counterintuitive trick that doubled our results. Quality you can trust. Get 40% off. Loved by customers.,Nonprofit,0.013087,75578,1,1,2,2,3,1
